Mod:Item:MetaData, Localized Name
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
ae2wtlib:infinity_booster_card, Infinity Booster Card
ae2wtlib:wut, Wireless Ultimate Terminal
ae2wtlib:wut_creative, Creative Wireless Ultimate Terminal
akashictome:tome, item.tome.name
campfire:campfire, Camp Fire
campfire:ash, Ash Residue
computercraft:computer:0, Computer
computercraft:computer:16384, Advanced Computer
computercraft:command_computer:0, Command Computer
computercraft:pocket_computer:0, Pocket Computer
computercraft:pocket_computer:0, Wireless Pocket Computer
computercraft:pocket_computer:0, Ender Pocket Computer
computercraft:pocket_computer:0, Noisy Pocket Computer
computercraft:pocket_computer:1, Advanced Pocket Computer
computercraft:pocket_computer:1, Advanced Wireless Pocket Computer
computercraft:pocket_computer:1, Advanced Ender Pocket Computer
computercraft:pocket_computer:1, Advanced Noisy Pocket Computer
computercraft:turtle_expanded:0, Turtle
computercraft:turtle_expanded:0, Mining Turtle
computercraft:turtle_expanded:0, Felling Turtle
computercraft:turtle_expanded:0, Melee Turtle
computercraft:turtle_expanded:0, Digging Turtle
computercraft:turtle_expanded:0, Farming Turtle
computercraft:turtle_expanded:0, Crafty Turtle
computercraft:turtle_expanded:0, Wireless Turtle
computercraft:turtle_expanded:0, Ender Turtle
computercraft:turtle_expanded:0, Noisy Turtle
computercraft:turtle_advanced:0, Advanced Turtle
computercraft:turtle_advanced:0, Advanced Mining Turtle
computercraft:turtle_advanced:0, Advanced Felling Turtle
computercraft:turtle_advanced:0, Advanced Melee Turtle
computercraft:turtle_advanced:0, Advanced Digging Turtle
computercraft:turtle_advanced:0, Advanced Farming Turtle
computercraft:turtle_advanced:0, Advanced Crafty Turtle
computercraft:turtle_advanced:0, Advanced Wireless Turtle
computercraft:turtle_advanced:0, Advanced Ender Turtle
computercraft:turtle_advanced:0, Advanced Noisy Turtle
computercraft:printout:0, Printed Page
computercraft:printout:1, Printed Pages
computercraft:printout:2, Printed Book
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:peripheral:0, Disk Drive
computercraft:peripheral:3, Printer
computercraft:peripheral:2, Monitor
computercraft:peripheral:4, Advanced Monitor
computercraft:peripheral:1, Wireless Modem
computercraft:peripheral:5, Speaker
computercraft:advanced_modem, Ender Modem
computercraft:cable:1, Wired Modem
computercraft:cable:0, Networking Cable
computercraft:wired_modem_full, tile.computercraft:wired_modem_full.name
zerocore:debugtool, Debug Tool
bigreactors:ingotyellorium, Yellorium Ingot
bigreactors:ingotcyanite, Cyanite Ingot
bigreactors:ingotgraphite, Graphite Bar
bigreactors:ingotblutonium, Blutonium Ingot
bigreactors:ingotludicrite, Ludicrite Ingot
bigreactors:ingotsteel, Steel Ingot
bigreactors:dustyellorium, Yellorium Dust
bigreactors:dustcyanite, Cyanite Dust
bigreactors:dustgraphite, Graphite Dust
bigreactors:dustblutonium, Blutonium Dust
bigreactors:dustludicrite, Ludicrite Dust
bigreactors:duststeel, Steel Dust
bigreactors:mineralanglesite, Anglesite (PbSO4)
bigreactors:mineralbenitoite, Benitoite (BaTiSi3O9)
bigreactors:reactorcasingcores, Reactor Casing Core (Legacy)
bigreactors:turbinehousingcores, Turbine Housing Core (Legacy)
bigreactors:wrench, Extreme Wrench
bigreactors:blockyellorium, Yellorium Block
bigreactors:oreanglesite, Anglesite Ore
bigreactors:turbinecreativesteamgenerator, Turbine Creative Steam Generator (Legacy)
bigreactors:turbinerotorblade, Turbine Rotor Blade (Legacy)
bigreactors:blockblutonium, Blutonium Block
bigreactors:orebenitoite, Benitoite Ore
bigreactors:turbinebearing, Turbine Rotor Bearing (Legacy)
bigreactors:reactorrednetport, Reactor RedNet Port (Legacy)
bigreactors:turbinehousing, Turbine Housing (Legacy)
bigreactors:blocksteel, Steel Block
bigreactors:reactoraccessport, Reactor Access Port (Legacy)
bigreactors:turbinecomputerport, Turbine Computer Port (Legacy)
bigreactors:turbinerotorshaft, Turbine Rotor Shaft (Legacy)
bigreactors:reactorcreativecoolantport, Reactor Creative Coolant Port (Legacy)
bigreactors:turbinefluidport, Turbine Fluid Port (Legacy)
bigreactors:blockgraphite, Graphite Block
bigreactors:blockcyanite, Cyanite Block
bigreactors:reactorcoolantport, Reactor Coolant Port (Legacy)
bigreactors:turbinecontroller, Turbine Controller (Legacy)
bigreactors:reactorpowertaptesla, Reactor Tesla Power Tap (Legacy)
bigreactors:turbineglass, Turbine Glass (Legacy)
bigreactors:reactorcasing, Reactor Casing (Legacy)
bigreactors:reactorpowertaprf, Reactor Redstone Flux Power Tap (Legacy)
bigreactors:reactorcontroller, Reactor Controller (Legacy)
bigreactors:reactorredstoneport, Reactor Redstone Port (Legacy)
bigreactors:oreyellorite, Yellorite Ore
bigreactors:blockludicrite, Ludicrite Block
bigreactors:turbinepowertaprf, Turbine Redstone Flux Power Tap (Legacy)
bigreactors:turbinepowertaptesla, Turbine Tesla Power Tap (Legacy)
bigreactors:reactorcomputerport, Reactor Computer Port (Legacy)
bigreactors:reactorglass, Reactor Glass (Legacy)
bigreactors:reactorcontrolrod, Reactor Control Rod (Legacy)
bigreactors:reactorfuelrod, Reactor Fuel Rod (Legacy)
fossil:biofossil, Biofossil
fossil:tar_fossil, Tar Fossil
fossil:dinopedia, Dinopedia
fossil:failuresaurus_flesh, Failuresaurus Flesh
fossil:bio_goo, Bio-Goo
fossil:amber, Amber
fossil:dominican_amber, Dominican Amber
fossil:chicken_essence, Chicken Essence
fossil:stunted_essence, Poisonous Potato Essence
fossil:scarab_gem, Scarab Gem
fossil:aquatic_scarab_gem, Aquatic Scarab Gem
fossil:scarab_axe, Scarab Axe
fossil:scarab_pickaxe, Scarab Pickaxe
fossil:scarab_sword, Scarab Sword
fossil:scarab_hoe, Scarab Hoe
fossil:scarab_shovel, Scarab Shovel
fossil:skull_helmet, Skull Helmet
fossil:skull_chestplate, Ribcage Chestplate
fossil:shin_leggings, Bone Plate Leggings
fossil:feet_boots, Bone Boots
fossil:ancient_key, Ancient Key
fossil:ancient_clock, Ancient Clock
fossil:shell, Nautilus Shell
fossil:sjl, Sio-Chiu-Le
fossil:magic_conch, Magic Conch
fossil:raw_chicken_soup, Raw Chicken Soup
fossil:cooked_chicken_soup, Cooked Chicken Soup
fossil:cooked_egg, Cooked Egg
fossil:relic_scrap, Relic Scrap
fossil:pottery_shard, Pottery Shard
fossil:plant_fossil, Plant Fossil
fossil:skull_stick, Skull Stick
fossil:tooth_dagger, Tooth Dagger
fossil:stone_tablet, Stone Tablet
fossil:whip, Whip
fossil:toyball:0, Black Ball
fossil:toyball:1, Red Ball
fossil:toyball:2, Green Ball
fossil:toyball:3, Brown Ball
fossil:toyball:4, Blue Ball
fossil:toyball:5, Purple Ball
fossil:toyball:6, Cyan Ball
fossil:toyball:7, Light Gray Ball
fossil:toyball:8, Gray Ball
fossil:toyball:9, Pink Ball
fossil:toyball:10, Lime Ball
fossil:toyball:11, Yellow Ball
fossil:toyball:12, Light Blue Ball
fossil:toyball:13, Magenta Ball
fossil:toyball:14, Orange Ball
fossil:toyball:15, White Ball
fossil:toy_scratching_post, Scratching Post
fossil:toy_tethered_log, Tethered Log
fossil:wooden_javelin, Wooden Javelin
fossil:stone_javelin, Stone Javelin
fossil:iron_javelin, Iron Javelin
fossil:gold_javelin, Golden Javelin
fossil:diamond_javelin, Diamond Javelin
fossil:ancient_javelin, Ancient Javelin
fossil:broken_sword, Broken Ancient Sword
fossil:broken_helmet, Broken Ancient Helmet
fossil:ancient_sword, Ancient Sword
fossil:ancient_helmet, Ancient Helmet
fossil:iced_meat, Frozen Meat
fossil:fossilseed:0, Fossilized Dillhoffia Seeds
fossil:fossilseed:1, Fossilized Sarracenia Seeds
fossil:fossilseed:2, Fossilized Cephalotaxus Seeds
fossil:fossilseed:3, Fossilized Archaeosigillaria Spores
fossil:fossilseed:4, Fossilized Foozia Spores
fossil:fossilseed:5, Fossilized Zamites Seeds
fossil:fossilseed:6, Fossilized Bennettitales Seeds
fossil:fossilseed:7, Fossilized Welwitschia Seeds
fossil:fossilseed:8, Fossilized Horsetail Seeds
fossil:fossilseed:9, Fossilized Tempskya Spores
fossil:fossilseed:10, Fossilized Vaccinium Seeds
fossil:fossilseed:11, Fossilized Osmunda Spores
fossil:fossilseed:12, Fossilized Crataegus Seeds
fossil:fossilseed:13, Fossilized Florissantia Seeds
fossil:fossilseed:14, Fossilized Ephedra Seeds
fossil:fossilseed:15, Fossilized Duisbergia Spores
fossil:fossilseed:16, Fossilized Dipteris Spores
fossil:fossilseed:17, Fossilized Dictyophyllum Seeds
fossil:fossilseed:18, Fossilized Sagenopteris Seeds
fossil:fossilseed:19, Fossilized Cyathea Seeds
fossil:fossil_seed_fern, Fossilized Fern Spores
fossil:fossil_sapling_palae, Petrified Palaeoraphe Sapling
fossil:fossil_sapling_calamites, Petrified Calamites Sapling
fossil:fossil_sapling_sigillaria, Petrified Sigillaria Sapling
fossil:fossil_sapling_cordaites, Petrified Cordaites Sapling
fossil:seed:0, Dillhoffia Seeds
fossil:seed:1, Sarracenia Seeds
fossil:seed:2, Cephalotaxus Seeds
fossil:seed:3, Archaeosigillaria Spores
fossil:seed:4, Foozia Spores
fossil:seed:5, Zamites Seeds
fossil:seed:6, Bennettitales Seeds
fossil:seed:7, Welwitschia Seeds
fossil:seed:8, Horsetail Spores
fossil:seed:9, Tempskya Spores
fossil:seed:10, Vaccinium Seeds
fossil:seed:11, Osmunda Spores
fossil:seed:12, Crataegus Seeds
fossil:seed:13, Florissantia Seeds
fossil:seed:14, Ephedra Seeds
fossil:seed:15, Duisbergia Spores
fossil:seed:16, Dipteris Spores
fossil:seed:17, Dictyophyllum Seeds
fossil:seed:18, Sagenopteris Seeds
fossil:seed:19, Cyathea Seeds
fossil:fern_seed:0, Ancient Fern Spores
fossil:tardrop, Tar Drop
fossil:record_bones, Fossil Record
fossil:record_anu, Fossil Record
fossil:record_scarab, Fossil Record
fossil:record_discovering, Fossil Record
fossil:bone_leg_bone:0, Triceratops Leg Bone
fossil:bone_leg_bone:1, Velociraptor Leg Bone
fossil:bone_leg_bone:2, Tyrannosaurus Leg Bone
fossil:bone_leg_bone:3, Pteranodon Leg Bone
fossil:bone_leg_bone:4, Plesiosaurus Leg Bone
fossil:bone_leg_bone:5, Mosasaurus Leg Bone
fossil:bone_leg_bone:6, Stegosaurus Leg Bone
fossil:bone_leg_bone:7, Dilophosaurus Leg Bone
fossil:bone_leg_bone:8, Brachiosaurus Leg Bone
fossil:bone_leg_bone:9, Spinosaurus Leg Bone
fossil:bone_leg_bone:10, Compsognathus Leg Bone
fossil:bone_leg_bone:11, Ankylosaurus Leg Bone
fossil:bone_leg_bone:12, Pachycephalosaurus Leg Bone
